[2026-03-07 15:45:00.565343] Team OpenRouter:OR Trinity Large Free | FEN: rnbqkb1r/pppppppp/8/6n1/3P4/2N5/PPP1PPPP/R1BQKB1R b KQkq - 0 4 | Nxg5
[2026-03-08 10:46:08.879039] Team Cerebras:Cerebras Llama3.1 8B | FEN: r1bqkb1r/2p2ppp/p1np1n2/4p3/Bp1PP3/2N2N2/PPP2PPP/R1BQ1RK1 b kq - 0 8 | e6
[2026-03-08 10:46:18.177533] Team Cerebras:Cerebras Llama3.1 8B | FEN: r1bqkb1r/2p2ppp/p1n2n2/3pN3/Bp1PP3/2N5/PPP2PPP/R1BQ1RK1 b kq - 0 9 | Nc6
[2026-03-08 10:46:26.812309] Team Cerebras:Cerebras Llama3.1 8B | FEN: r1bqkb1r/2pn1ppp/p1n5/3pN3/Bp1PP3/2N1B3/PPP2PPP/R2Q1RK1 b kq - 2 10 | c5
[2026-03-08 10:46:27.787272] Team Cerebras:Cerebras Llama3.1 8B | FEN: r1bqkb1r/2pn1ppp/p1n5/3pN3/Bp1PP3/2N1B3/PPP2PPP/R2Q1RK1 b kq - 2 10 | Nc6
[2026-03-08 10:46:28.427169] Team Cerebras:Cerebras Llama3.1 8B | FEN: r1bqkb1r/2pn1ppp/p1n5/3pN3/Bp1PP3/2N1B3/PPP2PPP/R2Q1RK1 b kq - 2 10 | Qc7
[2026-03-08 10:46:34.292087] Team Google:Gemma 3 27B (Google) | FEN: r1bqkb1r/2pn1ppp/2n5/p2pN3/Bp1PP3/2N1B3/PPP2PPP/R2Q1RK1 w kq - 0 11 | c3
[2026-03-08 10:46:38.062465] Team Google:Gemma 3 27B (Google) | FEN: r1bqkb1r/2pn1ppp/2n5/p2pN3/Bp1PP3/2N1B3/PPP2PPP/R2Q1RK1 w kq - 0 11 | Bd3
[2026-03-08 10:47:43.148402] Team Cerebras:Cerebras Llama3.1 8B | FEN: r1bqkb1r/2pn1ppp/2n5/1B1pN3/pp1PPP2/2N1B3/PPP3PP/R2Q1RK1 b kq - 0 12 | c5
[2026-03-08 10:47:43.461922] Team Cerebras:Cerebras Llama3.1 8B | FEN: r1bqkb1r/2pn1ppp/2n5/1B1pN3/pp1PPP2/2N1B3/PPP3PP/R2Q1RK1 b kq - 0 12 | b5
[2026-03-08 10:47:44.738894] Team Cerebras:Cerebras Llama3.1 8B | FEN: r1bqkb1r/2pn1ppp/2n5/1B1pN3/pp1PPP2/2N1B3/PPP3PP/R2Q1RK1 b kq - 0 12 | Nc6
[2026-03-08 10:47:52.768559] Team Cerebras:Cerebras Llama3.1 8B | FEN: r1bqkb1r/2pn1ppp/2n5/1B1pN3/1p1PPPP1/p1N1B3/PPP4P/R2Q1RK1 b kq - 0 13 | b5
[2026-03-08 10:47:53.130311] Team Cerebras:Cerebras Llama3.1 8B | FEN: r1bqkb1r/2pn1ppp/2n5/1B1pN3/1p1PPPP1/p1N1B3/PPP4P/R2Q1RK1 b kq - 0 13 | a5
[2026-03-08 10:47:53.484544] Team Cerebras:Cerebras Llama3.1 8B | FEN: r1bqkb1r/2pn1ppp/2n5/1B1pN3/1p1PPPP1/p1N1B3/PPP4P/R2Q1RK1 b kq - 0 13 | Nh6
[2026-03-08 10:47:54.264100] Team Cerebras:Cerebras Llama3.1 8B | FEN: r1bqkb1r/2pn1ppp/2n5/1B1pN3/1p1PPPP1/p1N1B3/PPP4P/R2Q1RK1 b kq - 0 13 | Nc6
[2026-03-08 10:47:58.614720] Team Google:Gemma 3 27B (Google) | FEN: r1bqkb1r/2p2ppp/2n2n2/1B1pN3/1p1PPPP1/p1N1B3/PPP4P/R2Q1RK1 w kq - 1 14 | d5
[2026-03-08 10:47:59.960416] Team Google:Gemma 3 27B (Google) | FEN: r1bqkb1r/2p2ppp/2n2n2/1B1pN3/1p1PPPP1/p1N1B3/PPP4P/R2Q1RK1 w kq - 1 14 | h5
[2026-03-08 10:48:01.375830] Team Google:Gemma 3 27B (Google) | FEN: r1bqkb1r/2p2ppp/2n2n2/1B1pN3/1p1PPPP1/p1N1B3/PPP4P/R2Q1RK1 w kq - 1 14 | h5
[2026-03-08 10:48:02.689656] Team Google:Gemma 3 27B (Google) | FEN: r1bqkb1r/2p2ppp/2n2n2/1B1pN3/1p1PPPP1/p1N1B3/PPP4P/R2Q1RK1 w kq - 1 14 | h5
[2026-03-08 10:48:04.123270] Team Google:Gemma 3 27B (Google) | FEN: r1bqkb1r/2p2ppp/2n2n2/1B1pN3/1p1PPPP1/p1N1B3/PPP4P/R2Q1RK1 w kq - 1 14 | h5
[2026-03-08 10:48:05.684192] Team Google:Gemma 3 4B (Google) | FEN: r1bqkb1r/2p2ppp/2n2n2/1B1pN3/1p1PPPP1/p1N1B3/PPP4P/R2Q1RK1 w kq - 1 14 | Bg7
[2026-03-08 10:48:07.040015] Team Google:Gemma 3 4B (Google) | FEN: r1bqkb1r/2p2ppp/2n2n2/1B1pN3/1p1PPPP1/p1N1B3/PPP4P/R2Q1RK1 w kq - 1 14 | Bg5
[2026-03-08 10:48:08.322620] Team Google:Gemma 3 4B (Google) | FEN: r1bqkb1r/2p2ppp/2n2n2/1B1pN3/1p1PPPP1/p1N1B3/PPP4P/R2Q1RK1 w kq - 1 14 | a4
[2026-03-08 10:48:10.611016] Team Google:Gemma 3 4B (Google) | FEN: r1bqkb1r/2p2ppp/2n2n2/1B1pN3/1p1PPPP1/p1N1B3/PPP4P/R2Q1RK1 w kq - 1 14 | a4
[2026-03-08 10:48:12.153924] Team Google:Gemma 3 4B (Google) | FEN: r1bqkb1r/2p2ppp/2n2n2/1B1pN3/1p1PPPP1/p1N1B3/PPP4P/R2Q1RK1 w kq - 1 14 | a4
[2026-03-08 10:48:14.696894] Team Google:Gemini 2.5 Flash | FEN: r1bqkb1r/2p2ppp/2n2n2/1B1pN3/1p1PPPP1/p1N1B3/PPP4P/R2Q1RK1 w kq - 1 14 | a3
[2026-03-08 10:48:18.408540] Team Cerebras:Cerebras Llama3.1 8B | FEN: r1bqkb1r/2p2ppp/2n2n2/1B1pN3/1p1PPPP1/p1N1BR2/PPP4P/R2Q2K1 b kq - 2 14 | c5
[2026-03-08 10:48:19.062121] Team Cerebras:Cerebras Llama3.1 8B | FEN: r1bqkb1r/2p2ppp/2n2n2/1B1pN3/1p1PPPP1/p1N1BR2/PPP4P/R2Q2K1 b kq - 2 14 | b5
[2026-03-08 10:48:20.422080] Team Cerebras:Cerebras Llama3.1 8B | FEN: r1bqkb1r/2p2ppp/2n2n2/1B1pN3/1p1PPPP1/p1N1BR2/PPP4P/R2Q2K1 b kq - 2 14 | b5
[2026-03-08 10:48:20.810191] Team Cerebras:Cerebras Llama3.1 8B | FEN: r1bqkb1r/2p2ppp/2n2n2/1B1pN3/1p1PPPP1/p1N1BR2/PPP4P/R2Q2K1 b kq - 2 14 | a4
[2026-03-08 10:48:21.326201] Team Cerebras:Cerebras Llama3.1 8B | FEN: r1bqkb1r/2p2ppp/2n2n2/1B1pN3/1p1PPPP1/p1N1BR2/PPP4P/R2Q2K1 b kq - 2 14 | c5
[2026-03-08 10:49:24.811518] Team Google:Gemma 3 1B (Google) | FEN: rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1 | d6
[2026-03-08 10:49:33.443205] Team Google:Gemma 3 1B (Google) | FEN: rnbqkbnr/pppppppp/8/8/8/8/PPPPPPPP/RNBQKBNR w KQkq - 0 1 | d6
[2026-03-08 10:55:11.705712] Team Google:Gemma 3 1B (Google) | FEN: rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2 | e4
[2026-03-08 10:55:31.869292] Team Google:Gemma 3 1B (Google) | FEN: r1bqkbnr/pppp1ppp/2n5/4p3/4P3/2P5/PP1P1PPP/RNBQKBNR w KQkq - 1 3 | e4
[2026-03-08 10:55:32.529178] Team Google:Gemma 3 1B (Google) | FEN: r1bqkbnr/pppp1ppp/2n5/4p3/4P3/2P5/PP1P1PPP/RNBQKBNR w KQkq - 1 3 | c3
[2026-03-08 10:57:10.757639] Team OpenRouter:OR Gemma 3 27B Free | FEN: r1bqkb1r/pppp1ppp/2n2n2/4p3/3PP3/2P2P2/PP4PP/RNBQKBNR b KQkq - 0 4 | Nf6
[2026-03-08 10:57:41.848394] Team OpenRouter:OR Liquid 2.5 1.2B Free | FEN: r1bqkb1r/pppp1ppp/2n2n2/4p3/3PP3/2P2P2/PP4PP/RNBQKBNR b KQkq - 0 4 | Bxc6
[2026-03-08 10:57:43.050796] Team OpenRouter:OR Liquid 2.5 1.2B Free | FEN: r1bqkb1r/pppp1ppp/2n2n2/4p3/3PP3/2P2P2/PP4PP/RNBQKBNR b KQkq - 0 4 | Nc3
[2026-03-08 10:57:43.708305] Team OpenRouter:OR Liquid 2.5 1.2B Free | FEN: r1bqkb1r/pppp1ppp/2n2n2/4p3/3PP3/2P2P2/PP4PP/RNBQKBNR b KQkq - 0 4 | Bxc6
[2026-03-08 10:57:44.921461] Team OpenRouter:OR Liquid 2.5 1.2B Free | FEN: r1bqkb1r/pppp1ppp/2n2n2/4p3/3PP3/2P2P2/PP4PP/RNBQKBNR b KQkq - 0 4 | Ng5
[2026-03-08 11:01:38.992175] Team Cerebras:Cerebras Llama3.1 8B | FEN: rnbqkbnr/pppp1ppp/8/4p3/4P3/8/PPPP1PPP/RNBQKBNR w KQkq - 0 2 | e4
[2026-03-08 11:02:25.082242] Team Cerebras:Cerebras Llama3.1 8B | FEN: rnbqkb1r/pppp1ppp/8/4p3/3Pn3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4 | e4
[2026-03-08 11:02:25.417912] Team Cerebras:Cerebras Llama3.1 8B | FEN: rnbqkb1r/pppp1ppp/8/4p3/3Pn3/5N2/PPP2PPP/RNBQKB1R w KQkq - 0 4 | d4
[2026-03-08 11:02:52.623676] Team OpenRouter:OR Trinity Large Free | FEN: rnbqkb1r/pppp1ppp/8/3Pp3/4n3/5N2/PPP2PPP/RNBQKB1R b KQkq - 0 4 | Nd4
[2026-03-08 11:02:56.759853] Team Cerebras:Cerebras Llama3.1 8B | FEN: r1bqkb1r/pppp1ppp/2n5/3Pp3/4n3/5N2/PPP2PPP/RNBQKB1R w KQkq - 1 5 | e4
[2026-03-08 11:03:00.295067] Team OpenRouter:OR Llama 3.3 70B Free | FEN: r1bqkb1r/pppp1ppp/2n5/3Pp3/4n3/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 2 5 | e5
[2026-03-08 11:03:01.997128] Team OpenRouter:OR Llama 3.3 70B Free | FEN: r1bqkb1r/pppp1ppp/2n5/3Pp3/4n3/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 2 5 | Nd7
[2026-03-08 11:03:37.892299] Team OpenRouter:OR Trinity Large Free | FEN: r1bqkb1r/pppp1ppp/2n5/3Pp3/4n3/2N2N2/PPP2PPP/R1BQKB1R b KQkq - 2 5 | Be3
[2026-03-08 11:03:55.958239] Team Cerebras:Cerebras Llama3.1 8B | FEN: r1bqkb1r/p1pp1ppp/2n5/1p1Pp3/4n3/2N2N2/PPP2PPP/R1BQKB1R w KQkq - 0 6 | Nxd5
[2026-03-08 11:04:18.497304] Team Cerebras:Cerebras Llama3.1 8B | FEN: r1bqk2r/p1pp1ppp/2n5/1p1Pp3/1b2n3/P1N2N2/1PP2PPP/R1BQKB1R w KQkq - 1 7 | Nf3
[2026-03-08 11:04:18.844944] Team Cerebras:Cerebras Llama3.1 8B | FEN: r1bqk2r/p1pp1ppp/2n5/1p1Pp3/1b2n3/P1N2N2/1PP2PPP/R1BQKB1R w KQkq - 1 7 | d4
[2026-03-08 11:04:19.577525] Team Cerebras:Cerebras Llama3.1 8B | FEN: r1bqk2r/p1pp1ppp/2n5/1p1Pp3/1b2n3/P1N2N2/1PP2PPP/R1BQKB1R w KQkq - 1 7 | e4
[2026-03-08 11:04:43.556173] Team OpenRouter:OR Trinity Large Free | FEN: r1bqk2r/p1pp1ppp/2n5/1p1Pp3/Pb2n3/2N2N2/1PP2PPP/R1BQKB1R b KQkq - 0 7 | Nc6
[2026-03-08 11:05:16.205052] Team Cerebras:Cerebras Llama3.1 8B | FEN: r1bqk2r/p1pp2pp/2n5/1p1Ppp2/Pb2n3/2N2N2/1PP2PPP/R1BQKB1R w KQkq - 0 8 | Nf3
[2026-03-08 11:05:16.828745] Team Cerebras:Cerebras Llama3.1 8B | FEN: r1bqk2r/p1pp2pp/2n5/1p1Ppp2/Pb2n3/2N2N2/1PP2PPP/R1BQKB1R w KQkq - 0 8 | e4
[2026-03-08 11:05:17.597442] Team Cerebras:Cerebras Llama3.1 8B | FEN: r1bqk2r/p1pp2pp/2n5/1p1Ppp2/Pb2n3/2N2N2/1PP2PPP/R1BQKB1R w KQkq - 0 8 | d4
[2026-03-08 11:05:17.912440] Team Cerebras:Cerebras Llama3.1 8B | FEN: r1bqk2r/p1pp2pp/2n5/1p1Ppp2/Pb2n3/2N2N2/1PP2PPP/R1BQKB1R w KQkq - 0 8 | e4
[2026-03-08 11:06:23.775727] Team Cerebras:Cerebras Llama3.1 8B | FEN: r1bqk2r/p1pp2pp/2n5/1p1Pp3/PbBN1p2/2n5/1PP2PPP/R1BQK2R w KQkq - 0 10 | Nxd4
[2026-03-08 11:06:24.679654] Team Cerebras:Cerebras Llama3.1 8B | FEN: r1bqk2r/p1pp2pp/2n5/1p1Pp3/PbBN1p2/2n5/1PP2PPP/R1BQK2R w KQkq - 0 10 | a4
[2026-03-08 11:06:24.987021] Team Cerebras:Cerebras Llama3.1 8B | FEN: r1bqk2r/p1pp2pp/2n5/1p1Pp3/PbBN1p2/2n5/1PP2PPP/R1BQK2R w KQkq - 0 10 | d5
[2026-03-08 11:06:25.313793] Team Cerebras:Cerebras Llama3.1 8B | FEN: r1bqk2r/p1pp2pp/2n5/1p1Pp3/PbBN1p2/2n5/1PP2PPP/R1BQK2R w KQkq - 0 10 | e4
